name,artists,year,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,explicit
Hip To Be Square,['Huey Lewis & The News'],1986,65,245467,0.0025,0.668,0.779,0.000347,0.139,-11.089,0.0325,140.873,0.963,1,9,0
Photograph,['Def Leppard'],1983,65,247962,0.000343,0.602,0.877,0.635,0.0551,-6.606,0.0515,123.679,0.617,1,4,0
11 Y 6,['Fito Paez'],1985,65,178267,0.0755,0.72,0.325,0.0,0.308,-16.922,0.0319,101.3,0.318,1,7,0
The Longest Time,['Billy Joel'],1983,65,217907,0.181,0.637,0.333,0.0,0.147,-9.603,0.0262,84.347,0.588,1,3,0
Así No Te Amará Jamás,['Amanda Miguel'],1981,65,172016,0.673,0.683,0.546,0.0,0.169,-12.013,0.0871,130.801,0.785,0,10,0
Rhiannon,['Fleetwood Mac'],1988,65,252773,0.111,0.723,0.49,0.0946,0.0923,-14.745,0.0296,129.012,0.795,0,9,0
Do You Remember? - 2016 Remaster,['Phil Collins'],1989,65,275987,0.114,0.677,0.509,0.0134,0.0659,-7.472,0.0252,93.042,0.525,1,5,0
Heaven Is A Place On Earth,['Belinda Carlisle'],1987,65,247293,0.031,0.64,0.81,2.22e-06,0.0492,-10.19,0.033,122.868,0.804,1,4,0
Perfect Strangers,['Deep Purple'],1984,65,328427,0.00348,0.521,0.721,0.0113,0.391,-7.699,0.0254,97.578,0.611,1,2,0
You've Got Another Thing Coming,['Judas Priest'],1982,65,310080,0.00572,0.519,0.833,4.33e-06,0.104,-6.947,0.0496,138.225,0.532,0,6,0
The Promise,['When In Rome'],1988,65,220960,0.0864,0.629,0.876,7.72e-05,0.0431,-10.141,0.0444,118.01,0.358,1,0,0
Deeper Than the Holler,['Randy Travis'],1988,65,219080,0.29,0.647,0.482,0.0,0.232,-8.591,0.0262,142.648,0.437,1,5,0
Rhythm Of The Night,['DeBarge'],1985,65,229107,0.0769,0.707,0.759,2.84e-05,0.0775,-12.328,0.046,115.142,0.955,0,11,0
Sweetest Thing,['U2'],1987,65,184543,0.0437,0.524,0.641,2.78e-05,0.159,-8.967,0.0497,141.65,0.482,1,0,0
Never Say Goodbye,['Bon Jovi'],1986,65,288933,0.0522,0.326,0.797,0.0,0.081,-2.359,0.0334,135.937,0.271,1,2,0
More Than This - Remastered,['Roxy Music'],1982,65,270652,0.0508,0.653,0.666,0.0466,0.139,-7.808,0.0249,128.505,0.765,1,6,0
Do You Really Want To Hurt Me,['Culture Club'],1982,65,262173,0.0815,0.744,0.376,0.0,0.108,-14.996,0.0366,100.78,0.42,0,4,0
Venus,['Bananarama'],1986,65,229165,0.0883,0.722,0.961,0.61,0.278,-4.812,0.0514,126.113,0.91,1,9,0
The Riddle,['Nik Kershaw'],1984,65,234840,0.121,0.578,0.655,6.91e-06,0.137,-7.935,0.0277,101.889,0.898,1,9,0
Wicked Game,['Chris Isaak'],1989,65,289067,0.688,0.661,0.3,0.0118,0.0839,-18.055,0.0294,112.327,0.359,1,9,0
La Diferencia,['Vicente Fernández'],1980,65,170107,0.63,0.409,0.277,0.0,0.173,-10.276,0.0421,80.062,0.534,1,0,0
Hold On Loosely,['38 Special'],1980,64,280636,0.00888,0.567,0.559,0.00131,0.0764,-10.175,0.0288,127.227,0.898,1,9,0
Pimper's Paradise,['Bob Marley & The Wailers'],1980,64,207773,0.00557,0.939,0.65,0.0,0.0429,-8.282,0.0615,134.727,0.968,0,9,0
The Spirit Of Radio,['Rush'],1980,64,296467,0.0144,0.365,0.924,0.000254,0.423,-7.066,0.0488,135.811,0.632,1,4,0
Against The Wind,['Bob Seger'],1980,64,333720,0.28,0.674,0.771,0.0318,0.133,-5.612,0.0246,109.618,0.718,1,7,0
Video Killed The Radio Star,['The Buggles'],1980,64,253800,0.0852,0.675,0.61,0.0188,0.159,-13.811,0.085,131.037,0.344,1,1,0
The Flame,['Cheap Trick'],1988,64,338800,0.513,0.629,0.581,2.06e-06,0.0755,-11.856,0.027,97.074,0.359,1,4,0
Thriller,['Michael Jackson'],1982,64,357267,0.0855,0.773,0.859,0.00018,0.914,-4.913,0.0747,118.458,0.813,1,11,0
Only You (And You Alone),['The Platters'],1986,64,160093,0.932,0.419,0.331,0.0,0.102,-10.497,0.0293,80.647,0.322,1,3,0
Don't Get Me Wrong - 2007 Remaster,['Pretenders'],1986,64,227463,0.139,0.46,0.932,0.00504,0.114,-6.264,0.0468,203.617,0.849,1,0,0
Even the Nights Are Better,['Air Supply'],1982,64,237107,0.565,0.434,0.507,0.0,0.161,-10.422,0.0358,115.309,0.236,1,5,0
Wanna Be Startin' Somethin',['Michael Jackson'],1982,64,362373,0.0219,0.846,0.922,0.355,0.0623,-4.206,0.0438,122.195,0.899,0,6,0
Loco in Acapulco,['Four Tops'],1988,64,274067,0.413,0.818,0.705,0.0,0.0269,-9.609,0.0329,123.436,0.965,1,4,0
"Non, je ne regrette rien",['Édith Piaf'],1987,64,142280,0.858,0.382,0.354,3.11e-06,0.168,-6.595,0.0289,87.018,0.435,1,7,0
Será,['Legião Urbana'],1985,64,150467,0.122,0.281,0.866,0.00355,0.324,-10.628,0.0647,193.928,0.42,1,0,0
Wild Side,['Mötley Crüe'],1987,64,281960,0.00742,0.596,0.896,0.00057,0.372,-4.635,0.0382,115.092,0.456,1,0,0
Big in Japan - 2019 Remaster,['Alphaville'],1984,64,284625,0.0409,0.757,0.596,0.044,0.171,-8.039,0.0339,97.769,0.195,1,7,0
Él Me Mintió,['Amanda Miguel'],1981,64,219585,0.048,0.553,0.43,0.000775,0.166,-12.715,0.032,103.911,0.478,0,9,0
Ni tú ni nadie,['Alaska Y Dinarama'],1984,64,217000,0.519,0.601,0.677,2.77e-06,0.153,-10.564,0.0285,137.813,0.677,1,7,0
Always On My Mind,['Willie Nelson'],1982,64,212667,0.755,0.518,0.261,0.00106,0.144,-13.868,0.0272,73.336,0.2,1,2,0
Why Can't This Be Love,['Van Halen'],1986,64,227693,0.0606,0.531,0.626,0.0,0.0767,-13.371,0.0452,88.236,0.746,1,0,0
Amanda,['Boston'],1986,64,256200,0.32,0.449,0.424,1.69e-06,0.107,-14.06,0.0323,125.494,0.259,1,7,0
Lucha De Gigantes,['Nacha Pop'],1987,64,248373,0.187,0.625,0.476,0.000433,0.088,-11.537,0.0268,113.531,0.135,0,11,0
Money for Nothing,['Dire Straits'],1985,64,506400,0.0491,0.667,0.655,0.000894,0.0641,-9.339,0.0367,134.212,0.657,0,2,0
Amor Eterno,['Rocío Dúrcal'],1984,64,409467,0.456,0.274,0.171,0.0024,0.808,-16.847,0.0326,177.081,0.407,1,0,0
Going Up The Country,['Canned Heat'],1987,64,171373,0.806,0.653,0.239,0.0146,0.132,-18.54,0.0453,80.392,0.765,0,5,0
Santa Lucia - Remastered,['Miguel Rios'],1980,64,224827,0.213,0.545,0.682,0.0,0.147,-5.931,0.0289,102.703,0.713,1,6,0
Un Hombre Busca a Una Mujer,['Luis Miguel'],1988,64,215067,0.385,0.624,0.695,0.0,0.0637,-12.47,0.0461,98.022,0.775,1,9,0
"You're My Heart, You're My Soul",['Modern Talking'],1985,64,334600,0.0586,0.845,0.541,0.0586,0.149,-9.029,0.0748,117.362,0.79,0,1,0
Brass Monkey,['Beastie Boys'],1986,64,157440,0.00203,0.914,0.586,1.58e-06,0.0992,-8.435,0.33,116.371,0.655,0,6,0
Nothing's Gonna Change My Love For You,['Glenn Medeiros'],1986,64,231587,0.568,0.449,0.425,1.57e-06,0.0553,-13.208,0.0372,141.869,0.39,1,1,0
Cuando Seas Grande,['Miguel Mateos - Zas'],1986,64,265707,0.0535,0.627,0.736,3.33e-05,0.0239,-6.715,0.0386,144.651,0.774,1,4,0
Mujeres Divinas,['Vicente Fernández'],1987,64,193333,0.552,0.528,0.302,5.2e-05,0.269,-9.577,0.0674,140.963,0.616,0,5,0
For Those About to Rock (We Salute You),['AC/DC'],1981,64,344240,0.000367,0.371,0.917,0.422,0.49,-5.724,0.102,133.553,0.477,1,4,0
Through The Years - Single Version,['Kenny Rogers'],1981,64,286067,0.225,0.587,0.393,0.0,0.107,-11.455,0.028,131.266,0.271,1,0,0
Waterfall - Remastered,['The Stone Roses'],1989,64,278827,0.0236,0.491,0.686,0.269,0.451,-8.22,0.0289,103.707,0.436,1,11,0
Get Up Offa That Thing,['James Brown'],1987,64,250387,0.339,0.883,0.631,5.19e-06,0.942,-11.473,0.42,118.084,0.782,1,2,0
"She's Like the Wind (feat. Wendy Fraser) - From ""Dirty Dancing"" Soundtrack","['Patrick Swayze', 'Wendy Fraser']",1987,64,232907,0.256,0.586,0.331,1.67e-05,0.18,-14.677,0.0295,124.915,0.223,0,4,0
I Will Survive - 1981 Re-recording,['Gloria Gaynor'],1981,64,261173,0.00293,0.668,0.678,0.0,0.265,-10.317,0.056,120.029,0.657,0,9,0
Live Wire,['Mötley Crüe'],1981,64,194587,9.22e-05,0.422,0.901,6.78e-06,0.56,-6.655,0.0631,112.445,0.673,0,7,0
Lonely Is The Night - Remastered,['Billy Squier'],1981,64,281453,0.209,0.347,0.803,4.36e-06,0.116,-4.923,0.0416,85.362,0.672,1,9,0
Saving All My Love for You,['Whitney Houston'],1985,64,238467,0.593,0.636,0.264,4.22e-05,0.275,-14.567,0.0263,99.304,0.264,0,6,0
The Killing Moon,['Echo & the Bunnymen'],1985,64,346280,0.132,0.522,0.85,0.0338,0.295,-4.769,0.0361,124.216,0.71,1,7,0
"Head Over Heels - Dave Bascombe 7"" N.Mix","['Tears For Fears', 'Dave Bascombe']",1985,64,257316,0.338,0.623,0.739,1.88e-05,0.109,-8.116,0.0244,95.007,0.642,1,7,0
Forever Loving Jah,['Bob Marley & The Wailers'],1980,64,242333,0.0595,0.774,0.531,0.0,0.0409,-7.176,0.0446,142.001,0.966,0,11,0
Coming In From The Cold,['Bob Marley & The Wailers'],1980,64,271023,0.258,0.734,0.631,2.4e-06,0.0752,-6.887,0.098,141.478,0.962,1,5,0
Jessica,['The Allman Brothers Band'],1989,64,450600,0.365,0.345,0.745,0.735,0.19,-11.021,0.0327,105.058,0.879,1,2,0
Gangsta Gangsta,['N.W.A.'],1988,64,336917,0.0279,0.894,0.698,3.56e-06,0.329,-8.264,0.275,98.104,0.695,0,6,1
Cult of Personality,['Living Colour'],1988,64,294827,0.00164,0.504,0.918,2.12e-05,0.78,-3.463,0.0517,92.031,0.539,1,0,0
Corcovado (Quiet Nights Of Quiet Stars),"['Stan Getz', 'João Gilberto', 'Astrud Gilberto', 'Antônio Carlos Jobim']",1989,64,254667,0.961,0.572,0.152,0.000432,0.136,-15.658,0.0408,127.497,0.339,0,9,0
Lessons In Love,['Level 42'],1987,64,246013,0.159,0.709,0.839,0.00209,0.301,-8.403,0.0367,113.186,0.864,1,7,0
I Heard It Through The Grapevine,['Marvin Gaye'],1983,64,196707,0.199,0.724,0.346,0.0,0.111,-11.256,0.0366,117.188,0.637,0,3,0
All Around the World - Remastered,"['Lisa Stansfield', 'Ian Devaney', 'Andy Morris']",1989,64,265760,0.573,0.671,0.914,2.77e-06,0.0856,-4.598,0.107,101.201,0.806,1,1,0
Vamos a Darnos Tiempo,['José José'],1981,64,248640,0.823,0.393,0.327,0.0,0.164,-10.631,0.0359,147.526,0.176,1,10,0
Oh Sherrie,['Steve Perry'],1984,64,229347,0.372,0.333,0.695,7.13e-06,0.107,-5.116,0.0465,203.753,0.317,1,5,0
Cruel Summer,['Bananarama'],1984,64,215326,0.27,0.666,0.871,0.0208,0.263,-6.017,0.0272,108.501,0.936,0,1,0
Debaser,['Pixies'],1989,64,173173,0.000397,0.487,0.885,0.347,0.0973,-12.005,0.0427,135.516,0.579,1,5,0
La vie en rose - Single Version,['Louis Armstrong'],1989,64,204400,0.866,0.507,0.0779,0.00275,0.108,-12.099,0.0544,70.808,0.326,1,0,0
Una Aventura,['Grupo Niche'],1988,63,316093,0.275,0.699,0.83,0.00241,0.121,-10.935,0.0365,92.855,0.731,1,0,0
All I Want Is You,['U2'],1988,63,389933,0.106,0.239,0.442,0.0411,0.0738,-11.494,0.0308,185.723,0.4,1,1,0
Kiss on My List,['Daryl Hall & John Oates'],1980,63,264987,0.434,0.815,0.741,0.111,0.0689,-9.478,0.031,121.221,0.965,1,0,0
Back on the Chain Gang - 2007 Remaster,['Pretenders'],1984,63,231120,0.116,0.598,0.901,0.0401,0.178,-6.081,0.0359,153.24,0.814,1,2,0
Quiero Dormir Cansado,['Emmanuel'],1988,63,241227,0.286,0.727,0.437,0.0,0.0255,-14.581,0.0401,113.107,0.683,0,2,0
Living After Midnight,['Judas Priest'],1980,63,210133,0.0136,0.61,0.824,1.75e-06,0.0606,-6.046,0.0534,134.992,0.819,1,4,0
Gone Country,['Alan Jackson'],1989,63,259893,0.131,0.681,0.719,1.65e-06,0.113,-5.918,0.0248,125.729,0.637,1,7,0
Lo Dudo,['José José'],1985,63,219960,0.807,0.457,0.284,0.0,0.261,-14.212,0.0364,174.884,0.233,0,7,0
I Want To Break Free - Remastered 2011,['Queen'],1984,63,258013,0.0853,0.795,0.433,0.000284,0.0762,-8.927,0.0324,108.947,0.6,1,4,0
Fade To Black (Remastered),['Metallica'],1984,63,417227,0.00311,0.256,0.929,0.201,0.11,-6.667,0.113,113.47,0.278,1,7,0
A Little Respect,['Erasure'],1988,63,213373,0.00808,0.596,0.598,3.07e-06,0.241,-13.409,0.0268,113.825,0.595,1,0,0
Avalon - Remastered,['Roxy Music'],1982,63,256840,0.699,0.759,0.563,0.619,0.144,-8.643,0.0338,136.67,0.86,1,0,0
Tougher Than the Rest,['Bruce Springsteen'],1987,63,273867,0.2,0.6,0.514,0.000774,0.107,-11.178,0.0249,98.957,0.603,1,5,0
Pais E Filhos,['Legião Urbana'],1989,63,308800,0.17,0.601,0.263,2.62e-05,0.0971,-16.087,0.0273,89.873,0.688,1,7,0
Fragile,['Sting'],1987,63,236307,0.912,0.323,0.198,0.0698,0.0889,-21.035,0.0354,82.373,0.289,0,4,0
Teen Age Riot (Album Version),['Sonic Youth'],1988,63,417800,0.000277,0.286,0.907,0.202,0.0837,-9.67,0.0374,156.395,0.746,1,7,0
Ebony And Ivory - Remixed 2015,['Paul McCartney'],1982,63,226267,0.0784,0.567,0.692,0.0,0.0338,-7.881,0.0379,160.697,0.708,1,4,0
You Win Again,['Bee Gees'],1987,63,241400,0.0874,0.547,0.831,8.34e-06,0.222,-11.298,0.0319,168.581,0.909,0,11,0
"Nocturne No.2 In E Flat, Op.9 No.2","['Frédéric Chopin', 'Daniel Barenboim']",1982,63,273667,0.984,0.442,0.00919,0.936,0.0873,-32.452,0.047,79.314,0.0929,1,3,0
Sowing The Seeds Of Love,['Tears For Fears'],1989,63,376733,0.0109,0.209,0.795,5.63e-05,0.355,-7.241,0.0443,171.975,0.682,1,0,0
Better Be Home Soon,['Crowded House'],1988,63,187667,0.261,0.437,0.373,1.2e-06,0.0984,-14.846,0.028,93.519,0.355,1,0,0
Olancha Farewell,['Harold Budd'],1986,63,138427,0.992,0.196,0.00687,0.917,0.106,-34.255,0.0442,72.125,0.053,1,7,0
Amante Bandido,['Miguel Bosé'],1984,63,261360,0.0515,0.748,0.691,0.00256,0.0494,-8.88,0.0354,131.061,0.762,1,2,0
Déjame Vivir (with Juan Gabriel),"['Rocío Dúrcal', 'Juan Gabriel']",1984,63,222760,0.74,0.753,0.233,7.37e-06,0.0977,-16.193,0.0468,131.264,0.775,1,7,0
La Banda Del Carro Rojo,['Los Tigres Del Norte'],1984,63,186720,0.523,0.817,0.305,0.0,0.0325,-10.975,0.07,108.358,0.809,1,9,0
Good Thing,['Fine Young Cannibals'],1988,63,201867,0.0708,0.747,0.586,8e-05,0.0427,-10.119,0.0299,164.718,0.893,0,9,0
Love Changes (Everything),['Climie Fisher'],1988,63,268187,0.305,0.624,0.868,1.38e-05,0.186,-5.867,0.0269,111.143,0.806,1,5,0
Lick It Up,['KISS'],1983,63,236640,0.181,0.681,0.773,1.84e-05,0.311,-6.051,0.058,120.276,0.547,1,2,0
Metal Health (Bang Your Head),['Quiet Riot'],1983,63,316867,0.0434,0.494,0.933,0.00108,0.228,-5.977,0.0808,121.201,0.507,1,2,0
Unchain My Heart,['Joe Cocker'],1987,63,304293,0.0214,0.751,0.674,0.000143,0.32,-12.976,0.0425,117.969,0.696,0,9,0
Let's Go Crazy,['Prince'],1984,63,280000,0.0192,0.309,0.93,0.0022,0.106,-6.399,0.125,195.815,0.376,1,11,1
"Goldberg Variations, BWV 988: Aria","['Johann Sebastian Bach', 'Glenn Gould']",1981,63,184853,0.995,0.454,0.0139,0.943,0.0736,-29.966,0.0514,130.253,0.244,0,4,0
Everything She Wants,['Wham!'],1984,63,302693,0.321,0.9,0.459,0.00399,0.165,-15.557,0.0366,115.091,0.962,0,6,0
I Can't Go for That (No Can Do),['Daryl Hall & John Oates'],1981,63,307307,0.0405,0.889,0.441,0.000788,0.038,-9.506,0.0379,110.565,0.963,0,0,0
"No Easy Way Out - From ""Rocky IV"" Soundtrack",['Robert Tepper'],1985,63,262027,0.00146,0.543,0.829,4.91e-05,0.289,-7.916,0.0497,126.195,0.64,0,4,0
Save a Prayer - 2009 Remaster,['Duran Duran'],1982,63,333307,0.35,0.572,0.706,0.0,0.159,-8.707,0.0283,113.595,0.671,0,9,0
Stop Loving You,['TOTO'],1988,63,269227,0.234,0.555,0.649,0.069,0.0554,-13.349,0.0302,101.744,0.596,1,5,0
Dinosaur,"['Hank Williams, Jr.']",1980,63,199667,0.244,0.614,0.381,4.12e-05,0.0917,-14.628,0.0441,145.056,0.504,1,4,0
Forget Me Nots,['Patrice Rushen'],1982,63,275813,0.139,0.912,0.534,0.102,0.0387,-5.319,0.0366,114.681,0.963,0,6,0
Edge of Seventeen - 2016 Remaster,['Stevie Nicks'],1981,63,329413,0.327,0.591,0.804,5.98e-06,0.0818,-7.299,0.0454,111.457,0.658,1,0,0
Just Like Honey,['The Jesus and Mary Chain'],1985,63,182493,8.02e-05,0.341,0.552,0.616,0.0591,-10.503,0.0423,121.361,0.486,1,8,0
Sergio el Bailador,['Bronco'],1985,63,169600,0.306,0.789,0.67,0.0,0.0435,-12.263,0.0578,89.532,0.984,1,7,0
Give It To Me Baby,['Rick James'],1981,63,248133,0.114,0.706,0.727,7.7e-05,0.174,-8.714,0.0456,119.55,0.965,1,11,0
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","['Johann Sebastian Bach', 'Yo-Yo Ma']",1983,63,151480,0.9,0.257,0.109,0.867,0.0762,-21.356,0.0597,75.02,0.307,1,7,0
Sister Christian,['Night Ranger'],1983,63,302933,0.147,0.448,0.35,2.27e-06,0.0842,-16.239,0.0393,177.279,0.234,1,5,0
"Burning Heart - From ""Rocky IV"" Soundtrack",['Survivor'],1985,63,230720,0.221,0.651,0.665,7.91e-06,0.0403,-7.43,0.0269,97.996,0.647,0,9,0
Dixieland Delight,['Alabama'],1983,63,322093,0.163,0.444,0.413,2.05e-05,0.053,-15.042,0.0326,95.738,0.573,1,2,0
Mátenme Porque Me Muero,['Caifanes'],1988,63,213360,0.283,0.439,0.864,2.01e-05,0.198,-5.866,0.0437,169.228,0.481,1,0,0
Give Me the Night,['George Benson'],1981,63,222627,0.314,0.85,0.466,0.0234,0.129,-15.673,0.0555,109.936,0.86,1,1,0
I Want Out,['Helloween'],1988,63,280213,0.000333,0.477,0.859,0.000155,0.265,-8.625,0.0387,91.009,0.629,1,0,0
The One I Love - Remastered,['R.E.M.'],1987,63,197800,0.000395,0.488,0.84,1.21e-06,0.346,-4.626,0.0356,127.862,0.559,1,2,0
Ain't Nobody,"['Rufus', 'Chaka Khan']",1983,63,285573,0.216,0.808,0.623,0.000396,0.0782,-15.805,0.0463,104.299,0.767,0,10,0
Johnny B Goode - 2002 Remaster,"['Peter Tosh', 'John Benitez']",1983,63,244253,0.0299,0.749,0.849,0.000168,0.115,-5.761,0.0544,145.169,0.959,0,4,0
Youth Gone Wild,['Skid Row'],1989,63,198907,0.00202,0.536,0.72,0.000127,0.357,-11.277,0.0436,117.367,0.633,0,7,0
Waiting Room,['Fugazi'],1989,63,173267,0.00401,0.616,0.727,0.86,0.157,-8.176,0.0365,92.259,0.54,0,1,0
Back To Life,['Soul II Soul'],1989,63,228267,0.0525,0.817,0.485,0.00021,0.0391,-11.659,0.143,100.978,0.672,1,7,0
Like a Prayer,['Madonna'],1989,63,340867,0.432,0.66,0.629,7.3e-05,0.172,-12.359,0.0387,111.926,0.324,1,5,0
Word Up,['Cameo'],1986,63,260000,0.0421,0.878,0.84,0.0035,0.053,-13.105,0.064,116.222,0.882,0,6,0
After All (Love Theme From Chances Are),"['Cher', 'Peter Cetera']",1989,63,244360,0.561,0.517,0.335,0.0,0.0876,-13.104,0.0324,138.096,0.163,1,4,0
La Ladrona,['Diego Verdaguer'],1981,63,184267,0.406,0.456,0.557,0.00044,0.121,-14.448,0.0486,188.875,0.889,1,7,0
All Right,['Christopher Cross'],1983,63,253653,0.17,0.711,0.647,0.0,0.234,-5.225,0.0353,132.752,0.504,0,6,0
All The Love,['The Outfield'],1985,63,212240,0.0405,0.622,0.531,1.17e-06,0.0915,-13.229,0.0406,128.084,0.737,1,4,0
Handle With Care,['Traveling Wilburys'],1988,63,199587,0.109,0.676,0.771,0.0,0.247,-5.981,0.0283,115.073,0.708,1,7,0
Ay Amor,['Ana Gabriel'],1987,63,201040,0.463,0.485,0.528,0.0,0.0755,-12.048,0.0331,149.119,0.382,1,6,0
Pump Up The Jam,['Technotronic'],1989,62,320307,0.0147,0.885,0.844,4.49e-06,0.0494,-9.225,0.0733,124.602,0.715,0,10,0
Happy Birthday,['Stevie Wonder'],1980,62,357027,0.00511,0.779,0.571,1.16e-05,0.0532,-15.327,0.0427,116.197,0.96,1,1,0
No More ?'s,"['Eazy-E', 'Ice Cube']",1988,62,234360,0.0143,0.935,0.805,1.53e-06,0.298,-4.782,0.225,105.641,0.624,1,7,1
You May Be Right,['Billy Joel'],1980,62,253200,0.175,0.567,0.945,2.6e-06,0.35,-7.243,0.0458,150.792,0.961,1,9,0
The Power Of Love,['Frankie Goes To Hollywood'],1984,62,332507,0.376,0.46,0.162,1.25e-05,0.181,-17.142,0.0335,122.767,0.102,0,5,0
Heaven,['Warrant'],1989,62,236867,0.115,0.462,0.488,0.0,0.128,-11.143,0.0287,145.789,0.33,1,6,0
I've Been In Love Before,['Cutting Crew'],1986,62,308133,0.0562,0.489,0.568,0.0107,0.21,-13.329,0.0281,146.009,0.86,1,2,0
I Keep Forgettin' (Every Time You're Near),['Michael McDonald'],1982,62,222280,0.357,0.734,0.485,0.00019,0.0401,-13.865,0.0465,95.321,0.933,0,4,0
Fools Gold - Remastered,['The Stone Roses'],1989,62,594453,0.000367,0.731,0.875,0.858,0.289,-6.393,0.0459,112.775,0.166,1,7,0
Don't Know What You Got (Till It's Gone),['Cinderella'],1988,62,354640,0.238,0.384,0.535,0.00045,0.0533,-9.939,0.0289,132.445,0.232,1,9,0
You're the Voice,['John Farnham'],1986,62,300733,0.393,0.502,0.66,0.000138,0.608,-11.852,0.0394,85.209,0.722,1,10,0
I'll Be Loving You (Forever),['New Kids On The Block'],1988,62,263933,0.282,0.598,0.282,0.0,0.105,-17.227,0.0256,134.706,0.305,1,11,0
Brass in Pocket - 2006 Remaster,['Pretenders'],1980,62,185960,0.368,0.751,0.703,0.00123,0.196,-5.687,0.0287,97.931,0.907,1,9,0
Raining Blood,['Slayer'],1986,62,254400,0.000489,0.294,0.995,0.331,0.128,-4.383,0.168,88.777,0.0379,0,1,0
She Bangs the Drums - Remastered,['The Stone Roses'],1989,62,232333,0.00649,0.34,0.976,0.00643,0.123,-4.782,0.0912,144.737,0.669,1,9,0
Cruz de Navajas,['Mecano'],1986,62,302493,0.649,0.735,0.496,0.000365,0.104,-8.466,0.0265,116.12,0.567,1,1,0
Nada Personal - Remasterizado 2007,['Soda Stereo'],1985,62,292573,0.422,0.763,0.939,0.136,0.119,-4.826,0.0488,124.396,0.448,0,8,0
La Chica de Humo,['Emmanuel'],1989,62,331360,0.443,0.596,0.603,1.61e-05,0.0776,-11.83,0.0826,203.829,0.711,0,11,0
Jailbreak,['AC/DC'],1984,62,280960,0.00953,0.572,0.835,0.0153,0.012,-5.552,0.0787,131.568,0.594,1,9,0
Eduardo E Mônica,['Legião Urbana'],1986,62,271440,0.485,0.671,0.443,0.000283,0.112,-12.776,0.0389,79.275,0.589,1,9,0
The Great Pretender,['The Platters'],1986,62,160667,0.943,0.425,0.401,3.44e-06,0.072,-9.427,0.0315,115.71,0.531,1,7,0
Ashes to Ashes - 2017 Remaster,['David Bowie'],1980,62,266160,0.273,0.71,0.743,0.000406,0.258,-10.553,0.0507,120.277,0.866,1,1,0
Say Say Say - Remastered 2015,"['Paul McCartney', 'Michael Jackson']",1983,62,235693,0.115,0.822,0.686,0.000982,0.0463,-10.456,0.0472,117.743,0.828,0,10,0
Hey Nineteen,['Steely Dan'],1980,62,307400,0.0126,0.952,0.301,0.000931,0.0387,-13.936,0.0612,119.629,0.728,1,2,0
Rock and Roll Ain't Noise Pollution,['AC/DC'],1980,62,266040,0.041,0.576,0.659,0.0,0.0587,-5.617,0.0383,94.853,0.717,1,9,0
Wind Beneath My Wings,['Bette Midler'],1988,62,293853,0.551,0.51,0.458,0.0,0.0853,-7.566,0.0289,123.694,0.177,1,10,0
La Negra Tomasa - Bilongo - Versión Tropical,['Caifanes'],1988,62,472400,0.234,0.53,0.683,0.311,0.274,-7.13,0.0313,174.441,0.694,1,2,0
Althea - 2013 Remaster,['Grateful Dead'],1980,62,412596,0.679,0.783,0.284,0.282,0.0767,-14.307,0.0365,82.676,0.584,1,9,0
I Wish It Would Rain Down - 2016 Remaster,['Phil Collins'],1989,62,327747,0.292,0.51,0.667,0.00683,0.313,-4.715,0.0294,125.887,0.356,1,8,0
Hunting High and Low,"['a-ha', 'John Ratcliff']",1985,62,228693,0.301,0.513,0.676,0.0,0.0864,-6.148,0.0309,116.592,0.311,0,9,0
Hey Hey What Can I Do - 2012 Remaster,['Led Zeppelin'],1982,62,236760,0.166,0.468,0.858,0.000304,0.0807,-9.639,0.0543,77.987,0.526,1,1,0
Who Made Who,['AC/DC'],1986,62,207147,0.000286,0.514,0.825,0.293,0.607,-5.136,0.0486,125.273,0.655,1,0,0
Angel,['Aerosmith'],1987,62,308907,0.304,0.239,0.819,0.0,0.0855,-3.583,0.0393,171.449,0.439,1,3,0
Here Comes the Rain Again - Remastered Version,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1983,62,294587,0.0139,0.648,0.755,0.000253,0.225,-7.901,0.03,126.341,0.607,1,0,0
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",['Eric Carmen'],1987,62,248427,0.0194,0.701,0.479,0.0,0.103,-13.061,0.026,110.514,0.682,1,5,0
Asleep - 2011 Remaster,['The Smiths'],1987,62,253560,0.88,0.512,0.255,0.532,0.146,-15.867,0.0291,115.144,0.215,1,0,0
Rock Of Ages,['Def Leppard'],1983,62,247829,0.00802,0.706,0.785,0.0319,0.195,-7.666,0.041,105.893,0.636,0,11,0
Here I Go Again,['Whitesnake'],1982,62,308800,0.369,0.213,0.634,0.00199,0.359,-12.967,0.0596,174.443,0.354,0,4,0
Real Wild Child (Wild One),['Iggy Pop'],1986,62,218307,0.0174,0.59,0.851,0.0975,0.154,-11.754,0.0297,146.213,0.968,1,4,0
Last Dance - Single Version,['Donna Summer'],1980,62,199800,0.131,0.341,0.721,0.00029,0.216,-10.311,0.0801,126.351,0.237,1,3,0
Monkey Gone to Heaven,['Pixies'],1989,62,177467,0.0167,0.652,0.388,0.00076,0.32,-12.029,0.0302,116.433,0.595,0,6,0
